Issuer|Ticker|CUSIP|CIK
COMSTOCK MNG INC|LODE|205750102|1120970
SHOLODGE INC|LODG|825034101|881924
LOGIC DEVICES INC|LOGC|541402103|802851
Long-e International, Inc. Com|LOGE|54265M108|1082562
LIFELOGGER TECHNOLOGIES CORP C|LOGG|53224Q101|
LOGITECH INTERNATIONAL S.A .OR|LOGI|H50430232|1032975
LEGEND OIL AND GAS, LTD COM ST|LOGL|52490C101|
LEGEND OIL AND GAS, LTD COM ST|LOGL|52490C101|1140414
LOGMEIN, INC COMMON STOCK|LOGM|54142L109|1420302
LOGANSPORT FINL CORP|LOGN|541209102|
LONRHO PLC SPONSORED ADR (UNIT|LOHOY|543377105|
LOOMIS AB, SOLNA UNSPONSORED A|LOIMY|543446108|
LO JACK CORP|LOJN|539451104|355777
LOOK COMM INC ORD|LOKAF|54341P208|
LOOK COMMUNICATION INC SUB VOT|LOKCF|54341P406|
LONE OAK ACQUISITION CORP|LOKKF|G5693V105|
LOOK COMMUNICATION INC MULTIPL|LOKMF|54341P307|
LAKOTA RES INC (F)|LOKRF|512900101|
LONE OAK ACQUISITION CORP WTS |LOKWF|G5693V121|
LORNEX CAPITAL INC NEW COMMON |LOMFD|544179203|
LORNEX CAPITAL COM SHS (CANADA|LOMFF|544179104|
LION ONE METALS LTD|LOMLF|536216104|
LONCOR RESOURCES INC ORD SHS (|LON|54179W101|
ELONG, INC. AMERICAN DEPOSITAR|LONG|290138205|1290903
LOOKSMART LTD COM|LOOK|543442602|1077866
LOOKSMART LTD NEW|LOOKD|543442503|
LOON ENERGY CORP COMMON SHARES|LOONF|543512107|
LOOPNET INC COM STK|LOOP|543524300|1353209
GRAND CANYON ED INC COM STK (D|LOPE|38526M106|1434588
LAZARD WORLD DIVIDEND & INCOME|LOR|521076109|1323206
LORAL SPACE&COMMUNI CV C 6%PFD|LORBQ|G56462149|
LORAL SPACE & COMMUNICATIONS I|LORL|543881106|1006269
L'OREAL CO ADR|LORLY|502117203|
LORAL SPACE & COMMUNICATIONS L|LORWQ|G56462180|
LOT78 INC COM STK (NV)|LOTE|54567W200|
LOT78 INC (NEW) COM STK (NV)|LOTED|54567W200|
MOBILE INTEGRATED SYSTEMS INC |LOTI|607397106|1464766
MOBILE INTEGRATED SYSTEMS, INC|LOTID|607397106|
LOTS $ OFF CORP|LOTS|545674103|
LOUDEYE CORPORATION NEW|LOUD|545754202|1064648
LOUDEYE CORPORATION NEW|LOUDD|545754202|1064648
LOUDEYE CORPORATION|LOUDE|545754103|
LOUNOR EXPLORATION INC ORD SHS|LOUXF|54709N100|
SPARK NETWORKS, INC. COM STK|LOV|84651P100|1314475
LOWES COMPANIES INC|LOW|548661107|60667
LOREX TECHNOLOGY INC COM|LOXFF|544115108|
LAPOLLA INDUSTRIES, INC.|LPA|516648102|
LAPOLLA INDUSTRIES, INC.|LPAD|516648102|
LAPOLLA INDUSTRIES, INC.|LPADE|516648102|
VELOCITYSHS 2X LG PALLADIUM ET|LPAL|22542D621|
LINCOLN PK BANCORP|LPBC|534545108|1294206
LPBP INC COM STK (CANADA)|LPBPF|502118102|
LIPOCINE INC COM STK (DE)|LPCN|53630X104|
LipidLabs, Inc. New Common Sto|LPDL|53630W106|
LIPOSCIENCE INC COM|LPDX|53630M108|1168197
LIONS PETEOLEUM INC.|LPET|53626T109|1048407
LONGWEI PETROLEUM INVESTMENT H|LPH|543354104|
LocatePLUS Holdings Corporatio|LPHC|539570408|1160084
LocatePLUS Holdings Corporatio|LPHCE|539570408|1160084
LocatePLUS Holdings Corporatio|LPHCQ|539570408|1160084
LOCATEPLUS HOLDINGS CORPORATIO|LPHCW|539570119|1160084
LIFE PARTNERS HLDGS INC|LPHI|53215T106|49534
LEE PHARMACEUTICALS|LPHM|524038106|58411
LAREDO PETE HLDGS INC (DE)|LPI|516806106|1528129
LAREDO PETROLEUM INC (DE)|LPI|516806106|1528129
Liberty Presidental Investment|LPIF|531177103|
LONGWEI PETROLEUM INVESTMENT H|LPIH|543354104|
LUPAKA GOLD CORP ORDINARY SHAR|LPKGF|550435101|
LG DISPLAY CO LTD ADS REPSTG C|LPL|50186V102|
LPL FINANCIAL HLDGS INC COM ST|LPLA|50212V100|1397911
LIPID LABS INC CLASS A|LPLB|53630U100|
LEGALPLAY ENT INC|LPLE|524650108|
LOCATEPLUS HOLDINGS CORPORATIO|LPLHA|539570101|1160084
LOCATEPLUS HOLDINGS CORPORATIO|LPLHB|539570200|1160084
LOCATEPLUS HOLDINGS CORPORATIO|LPLHE|539570101|1160084
LOCATEPLUS HOLDINGS CORPORATIO|LPLHW|539570119|1160084
LOCATEPLUS HOLDINGS CORPORATIO|LPLJE|539570200|1160084
VELOCITYSHS 2X LG PLATINUM ETN|LPLT|22542D647|
LA PLATA GOLD CORP (F)|LPLTF|503900102|
LIPMAN ELEC ENGINEERING LTD|LPMA|M6772H101|
LAS PALMAS MOBILE ESTATES COMM|LPME|517655106|
LIFEPOINT HOSPITALS INC|LPNT|53219L109|1301611
LEEP, INC|LPPI|50184Q105|
LONE PINE RES INC|LPR|54222A106|1506932
LONE PINE RES INC|LPRI|54222A106|1506932
LONE PINE RES INC|LPRIQ|54222A106|
LONE PINE RES INC|LPRIQ|54222A106|1506932
LENDER PROCESSING SERVICES INC|LPS|52602E102|1429775
LAPORTE BANCORP INC MD COM STK|LPSB|516651106|1400848
LAPORTE BANCORP INC MD COM STK|LPSBD|516651106|1400848
LEGEND POWER SYSTEMS INC ORD S|LPSIF|524937109|
LIVEPERSON INC|LPSN|538146101|1102993
LIBERTY PROPERTY TRUST|LPT|531172104|
LE@P TECHNOLOGY INC. CL-A|LPTC|52186M108|110027
LIGHTPATH TECHNOLOGIES INC|LPTH|532257805|889971
LONGPORT INC|LPTI|543137103|
LPATH INC COM STK NEW (NV)|LPTN|548910306|1251769
LPATH INC COM STK NEW (NV)|LPTND|548910306|1251769
LipidViro Tech, Inc. New Commo|LPVO|53630T301|
LipidViro Tech, Inc. New Commo|LPVT|53630T202|
LipidViro Tech, Inc. New Commo|LPVTE|53630T202|
LED POWER GROUP INC NEW COM ST|LPWR|50184R202|
LOUISIANA PACIFIC CORP|LPX|546347105|60519
LA QUINTA HLDGS INC COM STK (D|LQ|50420D108|1594617
QUINENCO S.A. ADS (10 ORD SHS)|LQ|748718103|
LQ CORPORATION INC|LQCI|50213T104|1016613
ISHARES IBOXX $ INVESTMENT GRA|LQD|464287242|
LIQUIDGOLF HLDG CORP|LQDG|53633S102|
LIQUIDITY SERVICES INC COM STK|LQDT|53635B107|1235468
LA QUINTA PROPS (NEW) PAIRED|LQI|50419U202|314661
LIQUID AUDIO INC|LQID|53631T102|
LA QUINTA DP SHS (9% PF STK)|LQIPR|50419Q201|
LIQUIDMETAL TECHNOLOGIES INC|LQMT|53634X100|1141240
LIQUIDMETAL TECHNOLOGIES INC|LQMTE|53634X100|1141240
LEARNING QUEST TECHNOLOGIES, I|LQTI|52201W206|
QUILMES INDL (QUINSA) (NEW)|LQU|74838Y207|
LIFEQUEST WORLD CORPORATION CO|LQWC|53222D102|
LIFEQUEST WORLD CORPORATION CO|LQWCE|53222D102|
LAFARGE ADS (1/4 COM) NEW|LR|505861401|
LRAD CORP|LRAD|50213V109|
LRAD CORP|LRAD|50213V109|924383
LAURAL RESOURCES, INC. COMMON |LRAL|518595103|
LARA EXPLORATION LTD COMMON SH|LRAXF|516683109|
LAURENTIAN BANK OF CANADA|LRCDF|51925D106|
LOVITT RESOURCES INC ORD SHS (|LRCFF|547495101|
LAURAAN CORPORATION|LRCJ|518594106|
LEARNCOM INC|LRCM|52200R109|
Lorraine Copper Corp Common sh|LRCPF|54418Y108|
LAM RESEARCH CORP|LRCX|512807108|707549
LAGUNA RES NL SPONSORED ADR NE|LRCYD|507224301|
LAGUNA RES NL SPONSORED ADR NE|LRCZY|507224301|
LAREDO OIL INC COM STK (DE)|LRDC|516808102|
LAREDO INVESTMENT CORP|LRDI|516778107|
LAREDO RESOURCES CORP. COMMON |LRDR|516811106|1499871
LRR ENERGY LP|LRE|50214A104|1519632
LONG ROAD ENTERTAINMENT INC|LREN|54287P204|
LATEEGRA GOLD CORPORATION ORD |LRGFF|51818R105|
Lateegra Gold Corporation Ordi|LRGGF|51818R204|
LORING WARD INTERNATIONAL LTD |LRGIF|54416P208|
L'OREAL CO ADR|LRLCY|502117203|
LORAL SPACE & COMMUNICATIONS L|LRLSE|G56462198|
LORAL SPACE & COMMUNICATIONS L|LRLSQ|G56462198|
LEFT RIGHT MRKTG TECH INC|LRMK|524646106|278165
K12, INC COM STK|LRN|48273U102|1157408
LRNN CORP|LRNE|50214P101|
EXCELLIGENCE LEARNING CORP|LRNS|300684107|1130950
LORAIN TELECOM CORP|LRNT|543770101|
LIGHTNING ROD SOFTWARE INC|LROD|532244100|866283
LORUS THERAPEUTICS INC (NEW)|LRP|544192107|
LARREA BIOSCIENCES CORP|LRRA|51729P107|1175594
Laureate Resources & Steel Ind|LRRS|51861F107|
Laureate Resources & Steel Ind|LRRSE|51861F107|
LIFERATE SYSTEMS INC|LRSI|531936102|
LYRA RESOURCES LTD|LRSLF|552340101|
LASERSIGHT INC NEW|LRST|517924304|879301
LL&E ROYALTY TR UTS BI|LRT|502003106|721765
LORETO RESOURCES CORP COMMON S|LRTC|544081102|
LL&E ROYALTY TR UTS BI|LRTR|502003106|
LL&E ROYALTY TR UTS BI|LRTR|502003106|721765
LIBERTY RESOURCES LTD SPONSORE|LRTYY|53117V100|
LORUS THERAPEUTICS INC NEW ORD|LRUFD|544192305|
LORUS THERAPEUTICS INC ORD SHS|LRUSF|544192305|
LABOR READY INC|LRW|505401208|
LIBERTY PROPERTY TRUST|LRY|531172104|921112
LEGION RES CORP ORD SHS (CDA) |LRZZF|524670106|
LASALLE BRANDS CORP COM STK (N|LSAL|51804F107|
LOS ANDES COPPER LTD COM SHS (|LSANF|544312101|
STRUCTRED PRODS CP TIERS SR 20|LSB|G88653707|
LARGE SCALE BIOLOGY CORP NEW|LSBC|517053203|1108951
LARGE SCALE BIOLOGY CORP NEW|LSBCD|517053203|1108951
LSB INDUSTRIES INC $3.25 CV C|LSBDP|502160500|
LSB FINL CORP|LSBI|501925101|930405
LAKE SHORE BANCORP INC COM STK|LSBK|510700107|1341318
LSB CORP|LSBX|50215P100|1143848
ELEMENTS S&P CTI ETN DUE 06-16|LSC|4042EP602|
LATTICE SEMICONDUCTOR CORP|LSCC|518415104|855658
LIGHTING SCIENCE GROUP CORP CO|LSCG|53224G301|866970
LIGHTING SCIENCE GROUP CORP CO|LSCGE|53224G301|866970
LESCO INC (OHIO)|LSCO|526872106|745394
LASERSCOPE|LSCP|518081104|851737
CAPLEASE, INC|LSE|140288101|1057689
LIFESTORE FINANCIAL GROUP COMM|LSFG|53224B104|
LAKE SHORE GOLD CORP|LSG|510728108|
Lions Gate Energy Inc Ordinary|LSGEF|536268105|
LAKE SHORE GOLD CORP|LSGGF|510728108|
Lonestar Group Holdings Compan|LSGH|542386107|
LEADVILLE SILVER & GOLD INC|LSGI|521742106|
Little Sheep Group Limited Uns|LSGLY|537490104|
LIGHTING SCIENCE GROUP CORP|LSGP|53224G103|
LSI CORPORATION|LSI|502161102|703360
LISKA BIOMETRY, INC.|LSKA|53654P102|1102065
LISKA BIOMETRY, INC.|LSKAE|53654P102|1102065
LIUSKI INTL INC|LSKI|538029208|
LORAL SKYNET CORP 12% PFD SER|LSKPP|54387R209|
UBS AG LONDON BRH ETRACS MONTH|LSKY|90267E330|
LUSTROS INC COMMON STOCK (UT) |LSLD|550537104|
LONE STAR LIQUIDATION TRUST|LSLT|54229R102|
MORGAN STANLEY 9% LYONDELL CHE|LSM|61746Y775|
LEASESMART INC|LSMJ|522062108|
LASER MORTGAGE MNGMT INC|LSMM|51806D100|
LEASING SOLUTIONS INC|LSNS|522113109|
CREDIT SUISSE ELEM LKD TO THE |LSO|22542D605|
Lifespan Inc. Common Stock|LSPN|53221W101|1097892
Lifespan Inc. Common Stock|LSPNE|53221W101|1097892
LIFE SCIENCES RESEARCH INC|LSR|532169109|1158833
LASALLE RE HOLD LTD SER-A PFR |LSRAF|G5383Q119|1001384
LIFE SCIENCES RESEARCH INC|LSRI|532169109|1158833
LONE STAR TECHNOLOGIES INC|LSS|542312103|791348
LIVESTAR ENTERTAINMENT GROUP I|LSTA|538368101|1088199
LIBERTY MEDIA CORP NEW LIBERTY|LSTAD|530322304|
LIBERTY MEDIA CORP NEW|LSTBD|530322403|
LIVESTAR ENTERTAINMENT GROUP I|LSTE|538368200|1088199
LONE STAR GOLD, INC. COMMON ST|LSTG|542281100|1464865
LONE STAR GOLD, INC. COMMON ST|LSTGE|542281100|1464865
BARCLAYS BK PLC IPATH PURE BET|LSTK|06740P320|
BARCLAYS BK PLC IPATH PURE BET|LSTK|06740P320|809012
LIFESTEM INTERNATIONAL, INC. C|LSTM|53223P104|
LIGHTSTREAM RESOURCES LTD. CLA|LSTMF|53227K101|
LANDSTAR SYSTEM INC|LSTR|515098101|853816
LUSTROS INC COMMON STOCK (UT) |LSTS|550537104|
LIBERTY MEDIA CORP NEW LIBERTY|LSTZA|530322304|
LIBERTY MEDIA CORP NEW|LSTZB|53071M807|
LIFE SYSTEMS INC. NEW|LSYC|53217N206|
LIGHTBRIDGE CORPORATION. COMMO|LTBG|53224K104|1017172
LITFIBER INC|LTBI|536781107|
LIGHTBRIDGE CORPORATION. COMMO|LTBR|53224K104|1084554
LTC PROPERTIES INC|LTC|502175102|887905
LIFETECH INDUSTRIES INC COMMON|LTCH|53224D100|
MCIG, INC. (NEW) COMMON STOCK |LTCHD|55279L101|
LTC PROPERTIES INC 8.0% SER F|LTCPR|502175607|
LEISURE TIME CASINOS & RESORTS|LTCR|52541P101|
L BRANDS INC COM STK (DE)|LTD|501797104|701985
Latitude Industries Inc Common|LTDI|51829R300|
Latitude Industries Inc New Co|LTDN|51829R201|
Latitude Industries Inc Common|LTDU|51829R409|
LOUD Technologies, Inc. New Co|LTEC|545731200|946815
LITTLEFIELD CORPORATION|LTFD|537590101|931683
LIFE HEALTHCARE GRP HOLDGS LTD|LTGHY|531850105|
LITEGLOW INDUSTRIES INC|LTGLQ|536769201|
LITHIC RES LTD|LTHIF|536799109|
LITHIUM TECHNOLOGY CORP NEW|LTHU|536808405|804154
LITHIUM TECHNOLOGY CORP NEW|LTHUE|536808405|804154
LUNA TECHNOLOGIES INTL INC|LTII|55036P106|1085217
LUNA TECHNOLOGIES INTL INC|LTIIE|55036P106|1085217
LOGISTEC CORP CL B SUB VTG (CD|LTKBF|541411401|
PROSHARES ULTRA TELECOMMUNICAT|LTL|74347R263|
LITTLE BANK (THE)|LTLB|53700P106|
LIMTECH LTHIUM INDUSTRIES INC|LTLIF|532757101|
LIFE TIME FITNESS INC|LTM|53217R207|1076195
LABOR SMART INC COMMON STOCK (|LTNC|50541A108|1522469
LINKTONE LTD ADS|LTON|535925101|
LINKTONE LTD ADS|LTONY|535925101|
LARSEN AND TOUBRO LTD SHS SPON|LTOUF|Y5217N118|
PIMCO ETF TR 15+ YR US TIPS IN|LTPZ|72201R304|
LOEWS CORP|LTR|540424108|60086
LEARNING TREE INTL INC|LTRE|522015106|1002037
LANTRONIX INC COMMON STOCK|LTRX|516548203|1114925
LANTRONIX INC COMMON STOCK NEW|LTRXD|516548203|
LADENBURG THALMANN FINANCIAL|LTS|50575Q102|1029730
LIGHTSCAPE TECHNOLOGIES, INC. |LTSC|53227B101|
LIGHTSCAPE TECHNOLOGIES, INC. |LTSCE|53227B101|
LTS NUTRACEUTICALS INC COM STK|LTSN|50218H105|
LOCAL TELECOM SYSTEMS, INC|LTSY|53956V104|
LATTICE INCORPORATED|LTTC|518414107|
LTI TECHNOLOGIES INC|LTTI|502176100|
Lottomatica Spa Sponsored ADR |LTTOY|545697104|
LITHIUM CORPORATION. COMMON ST|LTUM|536804107|1415332
LIGHTEN UP ENTERPRISES INTL IN|LTUP|53223Y105|1203957
LTV CORP|LTVCQ|501921100|
LIGHTTOUCH VEIN & LASER, INC. |LTVL|532264306|1104265
LIGHTTOUCH VEIN & LASER INC|LTVLD|532264306|
LATIN TELEVISION, INC. COMMON |LTVS|51828V104|
LTWC CORPORATION|LTWC|502386105|
LITEWAVE CORP|LTWV|536778103|1096264
LITEWAVE CORP|LTWVE|536778103|1096264
LTX-CREDENCE CORP COM STK (MA)|LTXC|502403207|
LTX-CREDENCE CORP COM STK (MA)|LTXC|502403207|357020
LTX-CREDENCE CORP COM STK (MA)|LTXCD|502403207|
LABRADOR TECHNOLOGIES INC|LTXFF|50544R108|
L T X CORP|LTXX|502392103|357020
LUCENT TECHS INC|LU|549463107|1006240
LUBY'S,INC|LUB|549282101|16099
Lucas Energy, Inc. Common Stoc|LUCE|549333102|
LUCID ENTERTAINMENT INC|LUCFF|549481109|
LUCARA DIAMOND CORP ORD SHS (C|LUCRF|54928Q108|
LUCILLE FARMS INC|LUCY|549486108|908179
LUDWIG ENTERPRISES INC. COMMON|LUDG|54973P401|
LUDWIG ENTERPRISES INC NEW COM|LUDGD|54973P302|
LUDWIG ENTERPRISES IN COM SHS |LUDW|54973P104|
LUFKIN IND INC|LUFK|549764108|60849
LEUCADIA NATIONAL CORP|LUK|527288104|96223
LUKOIL OIL COMPANY;SPON ADR RE|LUKOY|677862104|
LULULEMON ATHLETICA INC COM ST|LULU|550021109|1397187
LUMINENT MORTGAGE CAPITAL,INC.|LUM|550278303|1236309
LUMINENT MORTGAGE CAPITAL,INC.|LUMC|550278303|1236309
LUMINENT MORTGAGE CAPITAL,INC.|LUMCE|550278303|1236309
LUMINENT MORTGAGE CAPITAL,INC.|LUMCQ|550278303|1236309
LUMENIS LTD|LUME|M6778Q105|1004945
LUMENON INNOVLGHTWAVE TECH INC|LUMMQ|55024L109|
LUMONALL, INC. COMMON STOCK (N|LUMN|550277107|
LUMINA RESOURCES CORP|LUMNF|55025U108|
LUMINART CORP -NEV|LUMP|550264105|
LUMINANT WORLDWIDE CORP|LUMTQ|550260103|
LUNA INNOVATIONS INC COM STK|LUNA|550351100|1239819
LUDIN MINING CORPORATION|LUNFF|550372106|
LUMONALL, INC. COMMON STOCK (N|LUNL|550277107|
LUNDIN MINING CORPORATION|LUNMF|550372106|
LUPATECH S A SPONSORED ADR (BR|LUPAY|550438113|
LOUISIANA FOOD CO COMMON STOCK|LUSI|546249103|
LUCENT TECHNOLOGIES CAP TR I C|LUTHP|549462307|
LUCENT TECHNOLOGIES INC. WTS E|LUTHW|549463131|
LUCENT TECHNOLOGIES INC. WTS E|LUTWE|549463131|
SOUTHWEST AIRLINES CO|LUV|844741108|92380
LUVE SPORTS INC. COMMON STOCK |LUVE|550592109|
LUVOO INT INC COM STK NEW|LUVT|55066K209|
LIBERATOR, INC. COMMON STOCK|LUVU|53012Q107|
LUXOTTICA GROUP SPA ADS|LUX|55068R202|
LUX DIGITAL PICTURES, INC. COM|LUXD|55066T101|1442376
STREAMTRACK, INC. COMMON STOCK|LUXDD|86324F104|
LUX ENERGY CORP COMMON STOCK|LUXE|55066V205|
SUNBELT INTERNATIONAL CORP. NE|LUXED|86709D104|
LUXEYARD, INC.|LUXR|55067R104|
LUZERNE NAT'L BANK CORP|LUZR|550748107|
STEINWAY MUSICAL INSTRUMENTS|LVB|858495104|911583
Lake Victoria Mining Company, |LVCA|511082109|1402062
Las Vegas Central Reservations|LVCC|51766P101|
LIVING CELL TECHNOLOGIES LTD S|LVCLY|53838R107|
LEGEND INVESTMENT CORPORATION|LVCP|52467H109|
LiveDeal, Inc. Common Stock|LVDL|538144106|1045742
LEVEL 8 SYSTEMS INC|LVEL|52729M102|
LEVEL 8 SYSTEMS INC|LVELE|52729M102|
CHILE MINING TECHNOLOGIES, INC|LVEN|168841104|
LAS VEGAS FROM HOME.COM ENTERT|LVFHD|517672200|
LAS VEGAS FROM HOME.COM ENTERT|LVFHF|517672200|
LEVITZ FURNITURE INC|LVFIQ|527482103|
GLV INC CL A SUB VTG SHS (CANA|LVGAF|37989R206|
GLV Inc. Class B Multiple Voti|LVGBF|37989R107|
LIMITLESS VENTURE GROUP INC. C|LVGI|532727104|
LEITCH TECHNOLOGY CORP (CDA)|LVIDF|52543H107|
L V INTERNET INC COM|LVII|50243P205|
CLAYMORE GUGGENHEIM S&P GLOBAL|LVL|18383M860|
LEVEL 3 COMMUNICATIONS INC NEW|LVLT|52729N308|794323
LEVEL VISION ELECTRONICS LTD (|LVLV|527299101|
LVMH MOET HENNESSY LOUIS VUITT|LVMUY|502441306|
LIBERTY INTERACTIVE CORP SUBS |LVNAR|53071M112|
LIBERTY INTERACTIVE CORP SER A|LVNTA|53071M880|
LIBERTY INTERACTIVE CORP SER B|LVNTB|53071M872|
LEVON RESOURCES LTD|LVNVF|527901102|
RUSSELL 1000 LOW VOLATILITY|LVOL|782474647|
LAS VEGAS RESORTS CORP|LVRC|517831103|
LiveReel Media Corporation Com|LVRLF|538151101|
LIVERPOOL GROUP INC COM|LVRP|538320102|1431835
LAS VEGAS SANDS CORP|LVS|517834107|1300514
LIVESTAR ENTERTAINMENT GROUP,|LVSG|538368309|
LAS VAGAS SANDS CORP CUMULATIV|LVSXP|517834206|
LAB-VOLT SYSTEMS INC|LVSY|505354100|
LUVOO INT INC COM STK|LVTI|55066K100|
LIVEWIRE ERGOGENICS, INC.|LVVV|53838A104|1421289
LIVEWORLD INC|LVWD|53838Q109|1080088
LIVEWIRE MOBILE, INC COMMON ST|LVWR|53837P201|
LIVEWIRE MOBILE, INC COMMON ST|LVWRD|53837P201|
LIFEWAY FOODS INC|LWAY|531914109|814586
SPDR SER TR BARCLAYS LONG TERM|LWC|78464A367|
LAIDLAW GLOBAL CORPORATION|LWGB|507306108|869026
LIFEWORKS HOLDINGS INC|LWHI|531934107|
LYON WILLIAM HOMES COMMON STOC|LWHS|552074205|
LEAP WIRELESS INT'L INC.|LWINE|521863100|
LEAP WIRELESS INT'L INC.|LWINQ|521863100|
LIGHTWAVE LOGIC, INC|LWLG|532275104|1325964
LINKWELL CORPORATION COMMON ST|LWLL|5357EP207|
LINKWELL CORPORATION (NEW) COM|LWLLD|5357EP207|
LINKWELL CORP|LWLLE|5357EP108|
LANGUAGEWARE.NET (CO.) LTD|LWNTF|M67029104|
RUSSELL LOW P/E ETF|LWPE|782474696|
RUSSELL LOW P/E ETF|LWPEL|782474696|
LOTTERY & WAGERING SOLUTIONS I|LWSL|545693103|1026671
LAWSON SOFTWARE IN;COM STK USD|LWSN|52078P102|1344632
LEGACY PLATINUM GROUP INC. COM|LWSP|524704202|
LSB BANCSHARES INC N C|LXBK|502158108|
LEXCOM INC CL-B NON-VTG|LXCMB|528864101|
LUXELL TECHS INC (F)|LXELF|550904106|
LEXINGTON ENERGY SERVICES, INC|LXES|52908V105|
SUBURBAN MINERALS CORP. NEW CO|LXESD|864451109|
LUXFER HOLDINGS PLC ADR|LXFR|550678106|
LUXOFT HLDG INC ORD SHS|LXFT|G57279104|
Luxon Holdings Inc Common Stoc|LXHD|55067F100|
LEXMARK INTL INC CL-A|LXK|529771107|1001288
LEXINGTON B&L FINL CORP|LXMO|529017105|
LEXINGTON REALTY TRUST COM|LXP|529043101|910108
LEXINGTON CORPORATE PPTYS TR P|LXPJP|529043309|
LEXINGTON CORPORATE PPTYS TR P|LXPPR|529043309|
LEXARIA CORP COM STK|LXRA|52886N109|
LEXOR HOLDINGS INC|LXRH|52977Y105|
LEXARIA CORP. NEW COMMON STOCK|LXRP|52886N208|1348362
LUXOR INDUSTRIAL CORP|LXRRF|55068L106|
LEXINGTON RESOURCES INC|LXRS|529561102|1060791
LEXINGTON RESOURCES INC|LXRSE|529561102|1060791
LEXICON PHARMACEUTICALS INC CO|LXRX|528872104|
LEXICON PHARMACEUTICALS INC CO|LXRX|528872104|1062822
LSB INDUSTRIES INC|LXU|502160104|60714
LEXICON UNITED INCORPORATED CO|LXUN|528874100|
LEXICO RESOURCES INTERNATIONAL|LXXI|528869209|
LEXICO RESOURCES INTL CORP (NE|LXXID|528869209|
LEXON INC|LXXN|52977E109|
MORGAN STLY 8% SPARQS LKD XILI|LXZ|61746S158|
LYONDELLBASELL IND NV ORD SHS |LYB|N53745100|1489393
LYONDELLBASELL IND NV ORD SHS |LYBB|N53745118|1489393
LYONS BANCORP INC|LYBC|552112104|
LIBBEY INC|LYBI|529898108|902274
LYFE COMMUNICATIONS INC COM ST|LYFE|50248H109|1299864
LLOYDS BANKING GROUP PLC ADR|LYG|539439109|
Lyric Jeans, Inc. Common Stock|LYJN|552351108|
LOYALTYPOINT INC|LYLP|54908P104|1013690
LOYALTYPOINT INC|LYLPE|54908P104|1013690
LYSANDER MINERALS CORP|LYMCF|552355109|
LIGHTYEAR NETWORK SOLUTIONS IN|LYNS|53228J103|1130888
LYNX THERAPEUTICS INC NEW|LYNX|551812407|
LYONDELL CHEMICAL CO|LYO|552078107|842635
LITERARY PLAYPEN INC|LYPP|536774102|1106641
LYRIS, INC COMMON STOCK|LYRI|55235L203|1166220
LYRIS, INC. (NEW) COMMON STOCK|LYRID|55235L203|
LYRTECH INC CL A (CANADA)|LYRTF|552354102|
LYNAS CORPORATION LTD SPON ADR|LYSDY|551073208|
LSI INDUSTRIES INC|LYTS|50216C108|763532
LIVE NATION ENTERTAINMENT, INC|LYV|538034109|1335258
LAYCOR VENTURES CORP|LYVN|521033100|
LYYNKS INC COM STK (NV)|LYYN|552465106|
LUBRIZOL CORP|LZ|549271104|60751
Lonza Group Ag Zuerich Unspons|LZAGY|54338V101|
LA-Z-BOY INCORPORATED|LZB|505336107|57131
LUZON MINERALS LTD|LZMNF|550901102|
EMERGENT GROUP INC (NEW)|LZR|29089V203|1021097
LOCALIZA RENT A CAR SA SPONSOR|LZRFY|53956W300|
MASTERCARD INCORPORATED CL A C|MA|57636Q104|1141391
MID-AMERICAN APARTMENT COMMUN |MAA|59522J103|912595
MAGINDUSTRIES CORP|MAAFF|55917T102|
NETMAXIMIZER.COM INC FLA|MAAX|64115N107|
EATON VANCE MASS MUNI BD FD|MAB|27828K108|1196871
AMERN BIOGENETIC SCI INC NEW C|MABA|024611303|
AMERN BIOGENETIC SCI INC CL-A |MABAA|024611105|856984
AMERN BIOGENETIC SCI INC NEW C|MABAD|024611303|
MACERICH COMPANY (THE)|MAC|554382101|912242
MACC PRIVATE EQUITIES INC|MACC|552617102|923808
MacArthur Coal Ltd Unsponsored|MACDY|55421N104|
MACE SECURITY INTL INC NEW|MACE|554335208|912607
MACMILLAN MINERALS INC COMMON |MACIF|554795104|
MERRIMACK PHARMACEUTICALS INC |MACK|590328100|1274792
MacroChem Corporation New Comm|MACM|555903301|743884
Themac Resources Group Limited|MACQF|88337H101|
MACROMEDIA INC|MACR|556100105|913949
MADECO S.A.(NEW) ADS(EACH RP 1|MAD|556304202|
MADGE NETWORKS NV|MADGQ|N5424G106|
MADISON SYSTEMS INC|MADI|558269106|
MADECO S.A.(NEW) ADS(EACH RP 1|MADKY|556304202|
MAKO HYDROCARBONS LTD SPONSORE|MAEEY|56087A105|
MADE IN AMERICA ENTERTAINMENT,|MAEI|556302107|
MADE IN AMERICA ENTERTAINMENT,|MAEIE|556302107|
MAISONETTE INTERNATIONAL ENTER|MAEN|560668204|
MANILA ELEC CO UNSPONSORED ADR|MAEOY|563245703|
PIMCO MUNICIPAL ADVANTAGE FUND|MAF|722015104|897951
MAF BANCORP INC|MAFB|55261R108|854662
MAGNETEK INC COM STK NEW|MAG|559424403|751085
Magna-Lab Inc. Class A New Com|MAGAA|559235403|
MAGELLAN GOLD CORP COM STK (NV|MAGE|559078100|1515317
MOTORCARS AUTO GROUP INC|MAGI|61982T100|
MAGNA LAB INC CL-A|MAGLA|559235106|895464
